canonicalProductionIndex,productionGroup,batchIndex,bookCode,partCode,nodeCode,titleZhHans,canonicalQuestionKey,registryStatus,publicationState,mappingState
401,BATCH-022,6,BOOK-4,P11,KN-B3-P11-002,共同 Runtime 为什么能够持续扩大,book-3-p11-02-shared-reality,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
402,BATCH-022,7,BOOK-4,P11,KN-B3-P11-003,为什么文明需要共同记忆,book-3-p11-03-shared-memory,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
403,BATCH-022,8,BOOK-4,P11,KN-B3-P11-004,为什么文明需要共同意义,book-3-p11-04-shared-meaning,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
404,BATCH-022,9,BOOK-4,P11,KN-B3-P11-005,为什么文明需要共同语言,book-3-p11-05-shared-language,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
405,BATCH-022,10,BOOK-4,P11,KN-B3-P11-007,为什么文明需要统一时间,book-3-p11-07-shared-time,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
406,BATCH-022,11,BOOK-4,P11,KN-B3-P11-008,为什么文明需要共同空间,book-3-p11-08-shared-space,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
407,BATCH-022,12,BOOK-4,P11,KN-B3-P11-009,文明边界如何形成,book-3-p11-09-civilization-boundary,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
408,BATCH-022,13,BOOK-4,P11,KN-B3-P11-010,文明为何不断扩大,book-3-p11-10-civilization-scale,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
409,BATCH-022,14,BOOK-4,P11,KN-B3-P11-011,制度如何组织文明,book-3-p11-11-institutions,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
410,BATCH-022,15,BOOK-4,P11,KN-B3-P11-012,治理如何组织文明,book-3-p11-12-governance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
411,BATCH-022,16,BOOK-4,P11,KN-B3-P11-013,法律如何组织文明,book-3-p11-13-law,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
412,BATCH-022,17,BOOK-4,P11,KN-B3-P11-014,经济如何组织文明,book-3-p11-14-economy,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
413,BATCH-022,18,BOOK-4,P11,KN-B3-P11-015,市场如何组织文明,book-3-p11-15-markets,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
414,BATCH-022,19,BOOK-4,P11,KN-B3-P11-016,教育如何组织文明,book-3-p11-16-education,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
415,BATCH-022,20,BOOK-4,P11,KN-B3-P11-017,宗教如何组织文明,book-3-p11-17-religion,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
416,BATCH-022,21,BOOK-4,P11,KN-B3-P11-018,科学如何组织文明,book-3-p11-18-science,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
417,BATCH-022,22,BOOK-4,P11,KN-B3-P11-019,技术如何组织文明,book-3-p11-19-technology,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
418,BATCH-022,23,BOOK-4,P11,KN-B3-P11-020,基础设施如何承载文明,book-3-p11-20-infrastructure,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
419,BATCH-022,24,BOOK-4,P11,KN-B3-P11-021,组织层级如何形成,book-3-p11-21-organization-layers,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
420,BATCH-023,1,BOOK-4,P11,KN-B3-P11-022,文明如何协调,book-3-p11-22-coordination,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
421,BATCH-023,2,BOOK-4,P11,KN-B3-P11-023,文明如何形成信任,book-3-p11-23-trust,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
422,BATCH-023,3,BOOK-4,P11,KN-B3-P11-024,文明如何形成信誉,book-3-p11-24-reputation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
423,BATCH-023,4,BOOK-4,P11,KN-B3-P11-025,文明如何形成权威,book-3-p11-25-authority,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
424,BATCH-023,5,BOOK-4,P11,KN-B3-P11-027,文明如何分配责任,book-3-p11-27-responsibilities,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
425,BATCH-023,6,BOOK-4,P11,KN-B3-P11-028,文明如何组织参与,book-3-p11-28-participation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
426,BATCH-023,7,BOOK-4,P11,KN-B3-P11-029,文明如何组织合作,book-3-p11-29-cooperation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
427,BATCH-023,8,BOOK-4,P11,KN-B3-P11-030,文明如何组织竞争,book-3-p11-30-competition,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
428,BATCH-023,9,BOOK-4,P11,KN-B3-P11-031,文明如何维持运行平衡,book-3-p11-31-runtime-balance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
429,BATCH-023,10,BOOK-4,P11,KN-B3-P11-032,文明如何创新,book-3-p11-32-innovation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
430,BATCH-023,11,BOOK-4,P11,KN-B3-P11-033,知识如何累积,book-3-p11-33-knowledge-accumulation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
431,BATCH-023,12,BOOK-4,P11,KN-B3-P11-034,技术如何扩散,book-3-p11-34-technology-diffusion,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
432,BATCH-023,13,BOOK-4,P11,KN-B3-P11-035,制度如何学习,book-3-p11-35-institutional-learning,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
433,BATCH-023,14,BOOK-4,P11,KN-B3-P11-036,文化如何适应,book-3-p11-36-cultural-adaptation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
434,BATCH-023,15,BOOK-4,P11,KN-B3-P11-037,文明如何优化运行,book-3-p11-37-runtime-optimization,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
435,BATCH-023,16,BOOK-4,P11,KN-B3-P11-038,文明复杂度如何成长,book-3-p11-38-complexity-growth,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
436,BATCH-023,17,BOOK-4,P11,KN-B3-P11-039,文明扩展能力如何形成,book-3-p11-39-expansion-capacity,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
437,BATCH-023,18,BOOK-4,P11,KN-B3-P11-040,文明如何经历演化选择,book-3-p11-40-evolutionary-selection,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
438,BATCH-023,19,BOOK-4,P11,KN-B3-P11-041,制度如何失效,book-3-p11-41-institutional-failure,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
439,BATCH-023,20,BOOK-4,P11,KN-B3-P11-042,治理如何失效,book-3-p11-42-governance-failure,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
440,BATCH-023,21,BOOK-4,P11,KN-B3-P11-043,信任如何崩塌,book-3-p11-43-trust-collapse,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
441,BATCH-023,22,BOOK-4,P11,KN-B3-P11-044,意义如何碎裂,book-3-p11-44-meaning-fragmentation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
442,BATCH-023,23,BOOK-4,P11,KN-B3-P11-045,身份冲突如何形成,book-3-p11-45-identity-conflict,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
443,BATCH-023,24,BOOK-4,P11,KN-B3-P11-046,协调如何崩塌,book-3-p11-46-coordination-collapse,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
444,BATCH-024,1,BOOK-4,P11,KN-B3-P11-047,组织为何僵化,book-3-p11-47-organizational-rigidity,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
445,BATCH-024,2,BOOK-4,P11,KN-B3-P11-048,文明适应为何失败,book-3-p11-48-adaptive-failure,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
446,BATCH-024,3,BOOK-4,P11,KN-B3-P11-049,文明如何碎裂,book-3-p11-49-civilization-fragmentation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
447,BATCH-024,4,BOOK-4,P11,KN-B3-P11-050,AI 组织如何形成,book-3-p11-50-ai-organizations,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
448,BATCH-024,5,BOOK-4,P11,KN-B3-P11-051,人工制度如何形成,book-3-p11-51-synthetic-institutions,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
449,BATCH-024,6,BOOK-4,P11,KN-B3-P11-052,机器治理如何形成,book-3-p11-52-machine-governance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
450,BATCH-024,7,BOOK-4,P11,KN-B3-P11-053,人机如何协作,book-3-p11-53-human-ai-collaboration,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
451,BATCH-024,8,BOOK-4,P11,KN-B3-P11-054,自主协调如何形成,book-3-p11-54-autonomous-coordination,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
452,BATCH-024,9,BOOK-4,P11,KN-B3-P11-055,人工文化如何形成,book-3-p11-55-synthetic-culture,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
453,BATCH-024,10,BOOK-4,P11,KN-B3-P11-056,集体智能如何形成,book-3-p11-56-collective-intelligence,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
454,BATCH-024,11,BOOK-4,P11,KN-B3-P11-057,超越人类的文明如何形成,book-3-p11-57-civilization-beyond-humanity,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
455,BATCH-024,12,BOOK-4,P11,KN-B3-P11-058,文明稳定性如何形成,book-3-p11-58-civilization-stability,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
456,BATCH-024,13,BOOK-4,P11,KN-B3-P11-059,文明韧性如何形成,book-3-p11-59-civilization-resilience,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
457,BATCH-024,14,BOOK-4,P11,KN-B3-P11-060,文明可持续性如何形成,book-3-p11-60-civilization-sustainability,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
458,BATCH-024,15,BOOK-4,P12,KN-B3-P12-001,美国文明当前如何运行,book-3-p12-01-united-states-runtime,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
459,BATCH-024,16,BOOK-4,P12,KN-B3-P12-002,中国文明当前如何运行,book-3-p12-02-china-runtime,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
460,BATCH-024,17,BOOK-4,P12,KN-B3-P12-003,印度文明当前如何运行,book-3-p12-03-india-runtime,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
461,BATCH-024,18,BOOK-4,P12,KN-B3-P12-004,日本文明当前如何运行,book-3-p12-04-japan-runtime,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
462,BATCH-024,19,BOOK-4,P12,KN-B3-P12-005,韩国文明当前如何运行,book-3-p12-05-korea-runtime,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
463,BATCH-024,20,BOOK-4,P12,KN-B3-P12-006,东南亚文明当前如何运行,book-3-p12-06-southeast-asia-runtime,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
464,BATCH-024,21,BOOK-4,P12,KN-B3-P12-007,欧洲文明当前如何运行,book-3-p12-07-europe-runtime,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
465,BATCH-024,22,BOOK-4,P12,KN-B3-P12-008,中东文明当前如何运行,book-3-p12-08-middle-east-runtime,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
466,BATCH-024,23,BOOK-4,P12,KN-B3-P12-009,非洲文明当前如何运行,book-3-p12-09-africa-runtime,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
467,BATCH-024,24,BOOK-4,P12,KN-B3-P12-010,拉丁美洲文明当前如何运行,book-3-p12-10-latin-america-runtime,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
468,BATCH-025,1,BOOK-4,P12,KN-B3-P12-011,俄罗斯文明当前如何运行,book-3-p12-11-russia-runtime,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
469,BATCH-025,2,BOOK-4,P12,KN-B3-P12-012,朝鲜文明当前如何运行,book-3-p12-12-north-korea-runtime,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
470,BATCH-025,3,BOOK-4,P12,KN-B3-P12-013,新兴文明生态如何运行,book-3-p12-13-emerging-ecologies,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
471,BATCH-025,4,BOOK-4,P12,KN-B3-P12-015,文明时间轴如何建立,book-3-p12-15-civilization-runtime-timeline,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
472,BATCH-025,5,BOOK-4,P12,KN-B3-P12-016,文明运行矩阵如何建立,book-3-p12-16-civilization-runtime-matrix,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
473,BATCH-025,6,BOOK-4,P12,KN-B3-P12-017,文明位置如何确定,book-3-p12-17-civilization-position,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
474,BATCH-025,7,BOOK-4,P12,KN-B3-P12-018,文明密度如何读取,book-3-p12-18-civilization-density,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
475,BATCH-025,8,BOOK-4,P12,KN-B3-P12-019,文明容量如何读取,book-3-p12-19-civilization-capacity,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
476,BATCH-025,9,BOOK-4,P12,KN-B3-P12-020,文明负载如何读取,book-3-p12-20-civilization-load,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
477,BATCH-025,10,BOOK-4,P12,KN-B3-P12-021,文明对齐如何读取,book-3-p12-21-civilization-alignment,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
478,BATCH-025,11,BOOK-4,P12,KN-B3-P12-022,文明韧性如何读取,book-3-p12-22-civilization-resilience,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
479,BATCH-025,12,BOOK-4,P12,KN-B3-P12-023,文明风险如何读取,book-3-p12-23-civilization-risk,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
480,BATCH-025,13,BOOK-4,P12,KN-B3-P12-024,历史运行如何被压缩,book-3-p12-24-historical-runtime-compression,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
481,BATCH-025,14,BOOK-4,P12,KN-B3-P12-025,哪些条件允许文明出现,book-3-p12-25-runtime-permissions,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
482,BATCH-025,15,BOOK-4,P12,KN-B3-P12-027,历史运行如何被解释,book-3-p12-27-historical-runtime-interpretation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
483,BATCH-025,16,BOOK-4,P12,KN-B3-P12-028,过去如何塑造现在,book-3-p12-28-civilization-runtime-projection,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
484,BATCH-025,17,BOOK-4,P12,KN-B3-P12-029,AI 如何进入历史进程,book-3-p12-29-ai-transition-runtime,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
485,BATCH-025,18,BOOK-4,P12,KN-B3-P12-030,未来运行如何投影,book-3-p12-30-future-runtime-projection,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
486,BATCH-025,19,BOOK-4,P12,KN-B3-P12-031,AI 时代属于什么阶段,book-3-p12-31-ai-transition-phase,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
487,BATCH-025,20,BOOK-4,P12,KN-B3-P12-032,继任文明如何出现,book-3-p12-32-successor-civilizations,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
488,BATCH-025,21,BOOK-4,P12,KN-B3-P12-033,人工文明如何出现,book-3-p12-33-synthetic-civilizations,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
489,BATCH-025,22,BOOK-4,P12,KN-B3-P12-036,替代载体如何形成,book-3-p12-36-alternative-carriers,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
490,BATCH-025,23,BOOK-4,P12,KN-B3-P12-037,非人类智能如何形成,book-3-p12-37-intelligence-without-humanity,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
491,BATCH-025,24,BOOK-4,P12,KN-B3-P12-038,集体智能如何形成,book-3-p12-38-collective-intelligence,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
492,BATCH-026,1,BOOK-4,P12,KN-B3-P12-039,行星智能如何形成,book-3-p12-39-planetary-intelligence,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
493,BATCH-026,2,BOOK-4,P12,KN-B3-P12-040,人工文明如何持续运行,book-3-p12-40-synthetic-civilization,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
494,BATCH-026,3,BOOK-4,P12,KN-B3-P12-041,外星文明可能性如何被审查,book-3-p12-41-extraterrestrial-possibility,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
495,BATCH-026,4,BOOK-4,P12,KN-B3-P12-042,文明最终需要什么载体,book-3-p12-42-the-carrier-question,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
496,BATCH-026,5,BOOK-4,P12,KN-B3-P12-043,文明如何被诊断,book-3-p12-43-civilization-diagnostics,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
497,BATCH-026,6,BOOK-4,P12,KN-B3-P12-044,文明如何被观测,book-3-p12-44-observable-civilization,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
498,BATCH-026,7,BOOK-4,P12,KN-B3-P12-045,PHI OS 如何阅读文明,book-3-p12-45-reading-civilization,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
499,BATCH-026,8,BOOK-4,P11,KN-B3-P11-061,文明如何转型,book-3-p11-61-civilization-transformation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
500,BATCH-026,9,BOOK-4,P11,KN-B3-P11-062,文明如何维持连续性,book-3-p11-62-civilization-continuity,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
501,BATCH-026,10,BOOK-4,P11,KN-B3-P11-063,Runtime 如何组织成 Civilization,book-3-p11-63-runtime-civilization,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
502,BATCH-026,11,BOOK-4,P11,KN-B3-P11-064,文明为何能够持续运行,book-3-p11-64-the-civilization-question,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
503,BATCH-026,12,BOOK-4,P12,KN-B3-P12-046,Reality 为什么形成不同承载形态,book-3-p12-00-carrier-archetypes,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
504,BATCH-031,1,BOOK-5,P13,KN-B4-P13-001,Reality 为什么能够留下可观察现象,book-4-p13-01-observable-reality,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
505,BATCH-031,2,BOOK-5,P13,KN-B4-P13-002,Structure 为什么能够留下结构讯号,book-4-p13-02-observable-structure,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
506,BATCH-031,3,BOOK-5,P13,KN-B4-P13-003,Activation 为什么能够留下激活痕迹,book-4-p13-03-observable-activation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
507,BATCH-031,4,BOOK-5,P13,KN-B4-P13-004,Runtime 为什么能够留下持续运行痕迹,book-4-p13-04-observable-runtime,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
508,BATCH-031,5,BOOK-5,P13,KN-B4-P13-005,为什么长期运行会形成稳定签名,book-4-p13-05-runtime-signatures,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
509,BATCH-031,6,BOOK-5,P13,KN-B4-P13-006,为什么运行会留下残留,book-4-p13-06-runtime-residue-observation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
510,BATCH-031,7,BOOK-5,P13,KN-B4-P13-007,为什么偏移能够被观察,book-4-p13-07-runtime-drift-observation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
511,BATCH-031,8,BOOK-5,P13,KN-B4-P13-008,为什么 Projection 会改变可观察 Reality,book-4-p13-08-projection-artifacts,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
512,BATCH-031,9,BOOK-5,P13,KN-B4-P13-009,为什么 Runtime 可以被 Reading,book-4-p13-09-runtime-readability,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
513,BATCH-031,10,BOOK-5,P13,KN-B4-P13-010,为什么必须区分讯号与解释,book-4-p13-10-signal-and-interpretation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
514,BATCH-031,11,BOOK-5,P13,KN-B4-P13-011,噪声如何影响 Reading,book-4-p13-11-runtime-noise,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
515,BATCH-031,12,BOOK-5,P13,KN-B4-P13-012,为什么 Reading 永远存在解析极限,book-4-p13-12-resolution-limits,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
516,BATCH-031,13,BOOK-5,P13,KN-B4-P13-013,观察者如何参与 Reading,book-4-p13-13-observer-participation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
517,BATCH-031,14,BOOK-5,P13,KN-B4-P13-014,Reality 为什么能够留下 Evidence,book-4-p13-14-reality-evidence-architecture,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
518,BATCH-031,15,BOOK-5,P13,KN-B4-P13-015,Evidence 为什么存在不同类别,book-4-p13-15-evidence-categories,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
519,BATCH-031,16,BOOK-5,P13,KN-B4-P13-016,Evidence 为什么具有不同可信度,book-4-p13-16-evidence-reliability,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
520,BATCH-031,17,BOOK-5,P13,KN-B4-P13-017,Evidence 与 Interpretation 的边界,book-4-p13-17-evidence-boundary,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
521,BATCH-031,18,BOOK-5,P13,KN-B4-P13-018,不同 Evidence 如何互相支持,book-4-p13-18-evidence-correlation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
