"序号","分类","R2 object key","公开图片链接","用途","原登记页面","检查状态","实际显示页面","引用文件"
"148","PHI 构型卡","images/phi-cards/phi-card-d07-stewardship-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-d07-stewardship-v1.webp","ECR 构型卡：ECR-PC-D07","/perspectives/personal/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/personal/","content/ecr-phi-card/benchmark/ecr-phi-card-benchmark-v1.json | content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"149","PHI 构型卡","images/phi-cards/phi-card-d08-calling-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-d08-calling-v1.webp","ECR 构型卡：ECR-PC-D08","/perspectives/personal/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/personal/","content/ecr-phi-card/benchmark/ecr-phi-card-benchmark-v1.json | content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"150","PHI 构型卡","images/phi-cards/phi-card-f01-container-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-f01-container-v1.webp","ECR 构型卡：ECR-PC-F01","/perspectives/personal/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/personal/","content/ecr-phi-card/benchmark/ecr-phi-card-benchmark-v1.json | content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"151","PHI 构型卡","images/phi-cards/phi-card-f02-boundary-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-f02-boundary-v1.webp","ECR 构型卡：ECR-PC-F02","/perspectives/personal/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/personal/","content/ecr-phi-card/benchmark/ecr-phi-card-benchmark-v1.json | content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"152","PHI 构型卡","images/phi-cards/phi-card-f03-collaboration-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-f03-collaboration-v1.webp","ECR 构型卡：ECR-PC-F03","/perspectives/personal/","EXTERNAL_FLOW_BLOCKED","","content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"153","PHI 构型卡","images/phi-cards/phi-card-f04-exchange-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-f04-exchange-v1.webp","ECR 构型卡：ECR-PC-F04","/perspectives/personal/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/personal/","content/ecr-phi-card/benchmark/ecr-phi-card-benchmark-v1.json | content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"154","PHI 构型卡","images/phi-cards/phi-card-f05-rhythm-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-f05-rhythm-v1.webp","ECR 构型卡：ECR-PC-F05","/perspectives/personal/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/personal/","content/ecr-phi-card/benchmark/ecr-phi-card-benchmark-v1.json | content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"155","PHI 构型卡","images/phi-cards/phi-card-f06-space-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-f06-space-v1.webp","ECR 构型卡：ECR-PC-F06","/perspectives/personal/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/personal/","content/ecr-phi-card/benchmark/ecr-phi-card-benchmark-v1.json | content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"156","PHI 构型卡","images/phi-cards/phi-card-f07-calibration-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-f07-calibration-v1.webp","ECR 构型卡：ECR-PC-F07","/perspectives/personal/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/personal/","content/ecr-phi-card/benchmark/ecr-phi-card-benchmark-v1.json | content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"157","PHI 构型卡","images/phi-cards/phi-card-f08-support-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-f08-support-v1.webp","ECR 构型卡：ECR-PC-F08","/perspectives/personal/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/personal/","content/ecr-phi-card/benchmark/ecr-phi-card-benchmark-v1.json | content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"158","PHI 构型卡","images/phi-cards/phi-card-g01-organize-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-g01-organize-v1.webp","ECR 构型卡：ECR-PC-G01","/perspectives/personal/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/personal/","content/ecr-phi-card/benchmark/ecr-phi-card-benchmark-v1.json | content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"159","PHI 构型卡","images/phi-cards/phi-card-g02-discern-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-g02-discern-v1.webp","ECR 构型卡：ECR-PC-G02","/perspectives/personal/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/personal/","content/ecr-phi-card/benchmark/ecr-phi-card-benchmark-v1.json | content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"160","PHI 构型卡","images/phi-cards/phi-card-g03-connect-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-g03-connect-v1.webp","ECR 构型卡：ECR-PC-G03","/perspectives/personal/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/personal/","content/ecr-phi-card/benchmark/ecr-phi-card-benchmark-v1.json | content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"161","PHI 构型卡","images/phi-cards/phi-card-g04-express-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-g04-express-v1.webp","ECR 构型卡：ECR-PC-G04","/perspectives/personal/","EXTERNAL_FLOW_BLOCKED","","content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"162","PHI 构型卡","images/phi-cards/phi-card-g05-hold-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-g05-hold-v1.webp","ECR 构型卡：ECR-PC-G05","/perspectives/personal/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/personal/","content/ecr-phi-card/benchmark/ecr-phi-card-benchmark-v1.json | content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"163","PHI 构型卡","images/phi-cards/phi-card-g06-build-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-g06-build-v1.webp","ECR 构型卡：ECR-PC-G06","/perspectives/personal/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/personal/","content/ecr-phi-card/benchmark/ecr-phi-card-benchmark-v1.json | content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"164","PHI 构型卡","images/phi-cards/phi-card-g07-adapt-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-g07-adapt-v1.webp","ECR 构型卡：ECR-PC-G07","/perspectives/personal/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/personal/","content/ecr-phi-card/benchmark/ecr-phi-card-benchmark-v1.json | content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"165","PHI 构型卡","images/phi-cards/phi-card-g08-transform-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-g08-transform-v1.webp","ECR 构型卡：ECR-PC-G08","/perspectives/personal/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/personal/","content/ecr-phi-card/benchmark/ecr-phi-card-benchmark-v1.json | content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"166","PHI 构型卡","images/phi-cards/phi-card-p01-opening-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-p01-opening-v1.webp","ECR 构型卡：ECR-PC-P01","/perspectives/personal/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/personal/","content/ecr-phi-card/benchmark/ecr-phi-card-benchmark-v1.json | content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"167","PHI 构型卡","images/phi-cards/phi-card-p02-activating-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-p02-activating-v1.webp","ECR 构型卡：ECR-PC-P02","/perspectives/personal/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/personal/","content/ecr-phi-card/benchmark/ecr-phi-card-benchmark-v1.json | content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"168","PHI 构型卡","images/phi-cards/phi-card-p03-gaining-weight-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-p03-gaining-weight-v1.webp","ECR 构型卡：ECR-PC-P03","/perspectives/personal/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/personal/","content/ecr-phi-card/benchmark/ecr-phi-card-benchmark-v1.json | content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"169","PHI 构型卡","images/phi-cards/phi-card-p04-amplifying-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-p04-amplifying-v1.webp","ECR 构型卡：ECR-PC-P04","/perspectives/personal/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/personal/","content/ecr-phi-card/benchmark/ecr-phi-card-benchmark-v1.json | content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"170","PHI 构型卡","images/phi-cards/phi-card-p05-alignment-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-p05-alignment-v1.webp","ECR 构型卡：ECR-PC-P05","/perspectives/personal/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/personal/","content/ecr-phi-card/benchmark/ecr-phi-card-benchmark-v1.json | content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"171","PHI 构型卡","images/phi-cards/phi-card-p06-overamplification-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-p06-overamplification-v1.webp","ECR 构型卡：ECR-PC-P06","/perspectives/personal/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/personal/","content/ecr-phi-card/benchmark/ecr-phi-card-benchmark-v1.json | content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"172","PHI 构型卡","images/phi-cards/phi-card-p07-decay-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-p07-decay-v1.webp","ECR 构型卡：ECR-PC-P07","/perspectives/personal/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/personal/","content/ecr-phi-card/benchmark/ecr-phi-card-benchmark-v1.json | content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"173","PHI 构型卡","images/phi-cards/phi-card-p08-closure-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-p08-closure-v1.webp","ECR 构型卡：ECR-PC-P08","/perspectives/personal/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/personal/","content/ecr-phi-card/benchmark/ecr-phi-card-benchmark-v1.json | content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"174","PHI 构型卡","images/phi-cards/phi-card-t01-overload-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-t01-overload-v1.webp","ECR 构型卡：ECR-PC-T01","/perspectives/personal/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/personal/","content/ecr-phi-card/benchmark/ecr-phi-card-benchmark-v1.json | content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"175","PHI 构型卡","images/phi-cards/phi-card-t02-pull-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-t02-pull-v1.webp","ECR 构型卡：ECR-PC-T02","/perspectives/personal/","EXTERNAL_FLOW_BLOCKED","","content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"176","PHI 构型卡","images/phi-cards/phi-card-t03-stall-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-t03-stall-v1.webp","ECR 构型卡：ECR-PC-T03","/perspectives/personal/","EXTERNAL_FLOW_BLOCKED","","content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"177","PHI 构型卡","images/phi-cards/phi-card-t04-dispersion-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-t04-dispersion-v1.webp","ECR 构型卡：ECR-PC-T04","/perspectives/personal/","EXTERNAL_FLOW_BLOCKED","","content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"178","PHI 构型卡","images/phi-cards/phi-card-t05-compression-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-t05-compression-v1.webp","ECR 构型卡：ECR-PC-T05","/perspectives/personal/","EXTERNAL_FLOW_BLOCKED","","content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"179","PHI 构型卡","images/phi-cards/phi-card-t06-loop-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-t06-loop-v1.webp","ECR 构型卡：ECR-PC-T06","/perspectives/personal/","EXTERNAL_FLOW_BLOCKED","","content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"180","PHI 构型卡","images/phi-cards/phi-card-t07-withdrawal-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-t07-withdrawal-v1.webp","ECR 构型卡：ECR-PC-T07","/perspectives/personal/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/personal/","content/ecr-phi-card/benchmark/ecr-phi-card-benchmark-v1.json | content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"181","PHI 构型卡","images/phi-cards/phi-card-t08-drain-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/phi-cards/phi-card-t08-drain-v1.webp","ECR 构型卡：ECR-PC-T08","/perspectives/personal/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/personal/","content/ecr-phi-card/benchmark/ecr-phi-card-benchmark-v1.json | content/ecr-phi-card/ecr-phi-card-asset-registry-v1.json | functions/ecr-phi-card/ecr-card-runtime-authority.js"
"182","塔罗牌","images/tarot/PHIOS-TAROT-CARD-BACK-v1.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/PHIOS-TAROT-CARD-BACK-v1.webp","塔罗抽牌与牌义图：牌背","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","assets/customer-ui/surfaces/tarot.css | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"183","塔罗牌","images/tarot/rws-1909-cups-01-ace.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-cups-01-ace.webp","塔罗抽牌与牌义图：RWS-CUPS-ACE","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"184","塔罗牌","images/tarot/rws-1909-cups-02-two.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-cups-02-two.webp","塔罗抽牌与牌义图：RWS-CUPS-TWO","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"185","塔罗牌","images/tarot/rws-1909-cups-03-three.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-cups-03-three.webp","塔罗抽牌与牌义图：RWS-CUPS-THREE","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"186","塔罗牌","images/tarot/rws-1909-cups-04-four.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-cups-04-four.webp","塔罗抽牌与牌义图：RWS-CUPS-FOUR","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"187","塔罗牌","images/tarot/rws-1909-cups-05-five.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-cups-05-five.webp","塔罗抽牌与牌义图：RWS-CUPS-FIVE","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"188","塔罗牌","images/tarot/rws-1909-cups-06-six.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-cups-06-six.webp","塔罗抽牌与牌义图：RWS-CUPS-SIX","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"189","塔罗牌","images/tarot/rws-1909-cups-07-seven.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-cups-07-seven.webp","塔罗抽牌与牌义图：RWS-CUPS-SEVEN","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"190","塔罗牌","images/tarot/rws-1909-cups-08-eight.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-cups-08-eight.webp","塔罗抽牌与牌义图：RWS-CUPS-EIGHT","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"191","塔罗牌","images/tarot/rws-1909-cups-09-nine.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-cups-09-nine.webp","塔罗抽牌与牌义图：RWS-CUPS-NINE","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"192","塔罗牌","images/tarot/rws-1909-cups-10-ten.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-cups-10-ten.webp","塔罗抽牌与牌义图：RWS-CUPS-TEN","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"193","塔罗牌","images/tarot/rws-1909-cups-11-page.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-cups-11-page.webp","塔罗抽牌与牌义图：RWS-CUPS-PAGE","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"194","塔罗牌","images/tarot/rws-1909-cups-12-knight.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-cups-12-knight.webp","塔罗抽牌与牌义图：RWS-CUPS-KNIGHT","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"195","塔罗牌","images/tarot/rws-1909-cups-13-queen.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-cups-13-queen.webp","塔罗抽牌与牌义图：RWS-CUPS-QUEEN","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"196","塔罗牌","images/tarot/rws-1909-cups-14-king.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-cups-14-king.webp","塔罗抽牌与牌义图：RWS-CUPS-KING","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"197","塔罗牌","images/tarot/rws-1909-major-00-fool.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-major-00-fool.webp","塔罗抽牌与牌义图：RWS-MAJOR-00","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"198","塔罗牌","images/tarot/rws-1909-major-01-magician.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-major-01-magician.webp","塔罗抽牌与牌义图：RWS-MAJOR-01","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"199","塔罗牌","images/tarot/rws-1909-major-02-high-priestess.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-major-02-high-priestess.webp","塔罗抽牌与牌义图：RWS-MAJOR-02","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"200","塔罗牌","images/tarot/rws-1909-major-03-empress.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-major-03-empress.webp","塔罗抽牌与牌义图：RWS-MAJOR-03","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"201","塔罗牌","images/tarot/rws-1909-major-04-emperor.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-major-04-emperor.webp","塔罗抽牌与牌义图：RWS-MAJOR-04","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"202","塔罗牌","images/tarot/rws-1909-major-05-hierophant.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-major-05-hierophant.webp","塔罗抽牌与牌义图：RWS-MAJOR-05","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
